L            	HA	LA	CO	BA	FR	GM	BM
unpretentious	0,000	8,617	0,000	0,000	0,000	0,000	0,000	
unreal       	0,000	0,000	0,000	2,289	0,000	0,000	0,000	
unusual      	1,728	0,000	0,000	0,000	0,000	0,000	0,000	
uplift       	0,000	0,000	0,000	0,000	4,943	0,000	0,000	
upset        	0,000	0,000	0,000	0,000	0,000	0,000	1,641	
valuable lesson	0,000	0,000	0,000	5,002	0,000	0,000	0,000	
value love   	0,000	0,000	3,617	0,000	0,000	0,000	0,000	
victim       	0,000	0,000	0,000	0,000	0,000	0,000	2,550	
victim be    	0,000	0,000	0,000	0,000	0,000	0,000	5,107	
villain      	0,000	0,000	0,000	0,000	0,000	0,000	2,095	
violence     	0,000	0,000	0,000	0,000	0,000	0,000	8,098	
violence be  	0,000	0,000	0,000	0,000	0,000	0,000	4,009	
violent      	0,000	0,000	0,000	0,000	0,000	0,000	11,594	
violent scene	0,000	0,000	0,000	0,000	0,000	0,000	4,719	
visual       	1,265	0,000	0,000	0,000	0,000	0,000	0,000	
visual splendid	0,000	6,524	0,000	0,000	0,000	0,000	0,000	
wait         	0,000	2,011	0,000	0,000	0,000	0,000	0,000	
wake nightmare	0,000	0,000	0,000	0,000	0,000	0,000	6,524	
want learn   	0,000	0,000	0,000	3,155	0,000	0,000	0,000	
want more    	4,469	0,000	0,000	0,000	0,000	0,000	0,000	
war          	0,000	0,000	0,000	0,000	0,000	0,000	3,590	
war be       	0,000	0,000	0,000	0,000	0,000	0,000	3,832	
warm heart   	0,000	0,000	3,174	0,000	0,000	0,000	0,000	
watch calm   	0,000	6,524	0,000	0,000	0,000	0,000	0,000	
weaken       	0,000	4,956	0,000	0,000	0,000	0,000	0,000	
wedding      	0,000	0,000	2,630	0,000	0,000	0,000	0,000	
well deserve 	0,000	0,000	0,000	0,000	0,000	5,975	0,000	
whole family 	0,000	0,000	0,000	3,219	0,000	0,000	0,000	
wife         	0,000	0,000	5,368	0,000	0,000	0,000	0,000	
wild         	0,000	0,000	0,000	0,000	0,000	0,000	3,045	
win          	0,000	0,000	0,000	0,000	0,000	2,065	0,000	
witch        	0,000	0,000	0,000	2,729	0,000	0,000	0,000	
witty        	0,000	0,000	0,000	0,000	0,000	5,174	0,000	
witty dialogue	0,000	0,000	0,000	0,000	0,000	2,846	0,000	
witty interesting	0,000	0,000	0,000	0,000	0,000	6,177	0,000	
wizard       	0,000	0,000	0,000	2,334	0,000	0,000	0,000	
wondrous     	0,000	0,000	0,000	2,938	0,000	0,000	0,000	
wrath        	0,000	0,000	0,000	0,000	0,000	0,000	2,924	
young        	0,000	0,000	0,000	0,000	0,000	0,000	0,000	
young child  	0,000	0,000	0,000	2,668	0,000	0,000	0,000	
young lady   	0,000	0,000	0,000	3,164	0,000	0,000	0,000	
young man    	0,000	0,000	0,000	2,347	0,000	0,000	0,000	
young one    	0,000	0,000	0,000	5,170	0,000	0,000	0,000	
youth        	0,000	0,000	0,000	1,838	0,000	0,000	0,000	
