L            	HA	LA	CO	BA	FR	GM	BM
be boring    	0,00000542533	0,00000836939	0,00000000000	0,00000218600	0,00000000000	0,00000162175	0,00000000000	
be brave     	0,00000484025	0,00000000000	0,00000404703	0,00000000000	0,00000000000	0,00000000000	0,00000597618	
be break     	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000538892	0,00000238032	0,00000245794	
be breath    	0,00000000000	0,00000000000	0,00000000000	0,00000171488	0,00000000000	0,00000000000	0,00000000000	
be breathtaking	0,00000000000	0,00000000000	0,00000048000	0,00000046262	0,00000077701	0,00000034321	0,00000035440	
be brief     	0,00000000000	0,00000000000	0,00000257998	0,00000000000	0,00000000000	0,00000184475	0,00000000000	
be bright    	0,00000271267	0,00000836939	0,00000000000	0,00000000000	0,00000367157	0,00000000000	0,00000000000	
be brilliant 	0,00000021271	0,00000164070	0,00000017785	0,00000008571	0,00000043186	0,00000050868	0,00000032829	
be bring     	0,00000000000	0,00000194786	0,00000000000	0,00000050876	0,00000000000	0,00000000000	0,00000038975	
be build     	0,00000232880	0,00000000000	0,00000194715	0,00000000000	0,00000315201	0,00000000000	0,00000000000	
be call      	0,00000089116	0,00000274951	0,00000074512	0,00000000000	0,00000120618	0,00000106556	0,00000055015	
be capable   	0,00000000000	0,00000000000	0,00000091733	0,00000088411	0,00000148495	0,00000000000	0,00000067730	
be captivate 	0,00000239663	0,00000000000	0,00000601160	0,00000193132	0,00000000000	0,00000000000	0,00000000000	
be captivating	0,00000111698	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000137912	
be capture   	0,00001158514	0,00000000000	0,00000000000	0,00000071814	0,00000000000	0,00000053278	0,00000055015	
be carry     	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000153729	0,00000000000	
be cast      	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000059663	0,00000026354	0,00000027213	
be catch     	0,00000000000	0,00000599697	0,00000162518	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
be certain   	0,00000000000	0,00000000000	0,00000142344	0,00000137190	0,00000230423	0,00000101779	0,00000000000	
be change    	0,00000000000	0,00000000000	0,00000000000	0,00000154206	0,00000000000	0,00000000000	0,00000118134	
be character 	0,00000000000	0,00000152935	0,00000124336	0,00000079890	0,00000067091	0,00000088903	0,00000000000	
be charming  	0,00000000000	0,00000000000	0,00000244741	0,00000157254	0,00000000000	0,00000000000	0,00000000000	
be child     	0,00000000000	0,00000000000	0,00000508370	0,00000979930	0,00000000000	0,00000000000	0,00000000000	
be chill     	0,00000000000	0,00000000000	0,00000000000	0,00000165772	0,00000000000	0,00000000000	0,00000126994	
be cinematic 	0,00000000000	0,00000000000	0,00000148488	0,00000000000	0,00000000000	0,00000106172	0,00000109635	
be classic   	0,00000043021	0,00000053093	0,00000035970	0,00000110938	0,00000046582	0,00000056583	0,00000037182	
be clean     	0,00000000000	0,00000507743	0,00000000000	0,00000265234	0,00000000000	0,00000000000	0,00000000000	
be clear     	0,00000210386	0,00002812781	0,00000000000	0,00000113026	0,00000000000	0,00000041926	0,00000043293	
be clever    	0,00000168692	0,00000520466	0,00000094031	0,00000181254	0,00000076108	0,00000201703	0,00000034714	
be close     	0,00000000000	0,00000000000	0,00000000000	0,00000092095	0,00000000000	0,00000068324	0,00000000000	
be come      	0,00000062494	0,00000385628	0,00000052253	0,00000000000	0,00000000000	0,00000112086	0,00000000000	
be comedy    	0,00000000000	0,00000793349	0,00000429997	0,00000000000	0,00000000000	0,00002690255	0,00000079371	
be comic     	0,00000000000	0,00001331494	0,00000000000	0,00000000000	0,00000350468	0,00000825621	0,00000000000	
be common    	0,00000320588	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000197912	
be compare   	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000155503	
be compelling	0,00001206835	0,00000000000	0,00000091733	0,00000088411	0,00000000000	0,00000000000	0,00000101595	
be complete  	0,00000134892	0,00000416183	0,00000225572	0,00000000000	0,00000000000	0,00000000000	0,00000083275	
be complex   	0,00004165638	0,00000476009	0,00000000000	0,00000062164	0,00000000000	0,00000000000	0,00000000000	
be concern   	0,00000000000	0,00000000000	0,00000165119	0,00000000000	0,00000000000	0,00000000000	0,00000000000	
be concerned 	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00011266599	0,00000000000	0,00000000000	
be confident 	0,00000000000	0,00001043308	0,00000000000	0,00000000000	0,00000457689	0,00000202164	0,00000000000	
be consider  	0,00000043924	0,00000135519	0,00000036726	0,00000106188	0,00000000000	0,00000105039	0,00000054232	
be construct 	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000171604	0,00000000000	
be convincing	0,00000000000	0,00000000000	0,00000053890	0,00000000000	0,00000000000	0,00000000000	0,00000039789	
be cool      	0,00000000000	0,00000159334	0,00000043180	0,00000104041	0,00000000000	0,00000092623	0,00000031881	
be correct   	0,00000000000	0,00000000000	0,00000000000	0,00000000000	0,00000388503	0,00000171604	0,00000000000	
